ts,amount_bymin,amount_powerfit,amount_norm,amount_powerfit_norm
2020-06-05 10:26:00,0.44924481,1.7583538627028983,-0.46858901983698925,-0.30264836131224204
2020-06-05 10:27:00,0.34636635000000027,1.7432249799458304,-0.6834527302403984,-0.3119158231662145
2020-06-05 10:28:00,0.4016331900000005,1.7284815796573492,-0.5680268354061286,-0.3209471509889854
2020-06-05 10:29:00,0.36169085000000023,1.7141075520334503,-0.651447207120427,-0.3297522131228826
2020-06-05 10:30:00,0.7153446899999998,1.7000877146466429,0.08716587340987726,-0.33834030982952373
2020-06-05 10:31:00,0.6966033800000003,1.68640774490508,0.048024274629914876,-0.34672021466315744
2020-06-05 10:32:00,0.5279104800000002,1.673054118428805,-0.3042942030447255,-0.35490021221937224
2020-06-05 10:33:00,0.47178308,1.6600140527400176,-0.42151739455922105,-0.362888132628609
2020-06-05 10:34:00,0.4547253099999999,1.6472754557341187,-0.4571428865563602,-0.37069138312112426
2020-06-05 10:35:00,0.46964861,1.6348268784590858,-0.4259752776179757,-0.37831697695281014
2020-06-05 10:36:00,0.5518742899999998,1.622657471783803,-0.2542453091168591,-0.3857715599487669
2020-06-05 10:37:00,0.51556778,1.6107569465823792,-0.33007217754391804,-0.3930614348930953
2020-06-05 10:38:00,0.5313349399999997,1.5991155371021697,-0.2971421502075431,-0.4001925839684567
2020-06-05 10:39:00,0.49292375000000005,1.5877239672189198,-0.37736468468570566,-0.4071706894270742
2020-06-05 10:40:00,0.5770820599999996,1.576573419313894,-0.20159837998129734,-0.4140011526555926
2020-06-05 10:41:00,0.6298633399999998,1.5656555055355517,-0.0913636266554669,-0.4206891117792416
2020-06-05 10:42:00,0.4940424900000001,1.5549622412327995,-0.3750281739391731,-0.4272394579357616
2020-06-05 10:43:00,0.41174144999999995,1.5444860203685091,-0.5469155332995238,-0.4336568503362839
2020-06-05 10:44:00,0.5050017899999997,1.5342195927411668,-0.3521394578617358,-0.439945730218608
2020-06-05 10:45:00,0.4426065799999999,1.524156042859571,-0.4824530952548293,-0.4461103337878747
2020-06-05 10:46:00,0.4397806,1.5142887703306316,-0.4883552107056808,-0.4521547042303633
2020-06-05 10:47:00,0.4280192400000002,1.5046114716338275,-0.512919045049529,-0.4580827028778663
2020-06-05 10:48:00,0.4132057999999998,1.4951181231679191,-0.5438572091923278,-0.46389801959272225
2020-06-05 10:49:00,0.41581161000000016,1.4858029654662548,-0.5384149231666001,-0.4696041824370064
2020-06-05 10:50:00,0.45470695999999994,1.4766604884866537,-0.4571812108964202,-0.47520456668346983
